station_name,station_number,lat,lon,elev_m,utc_offset,koeppen,climate_region,tract_geoid10,urbanicity,cbsa_code,cbsa_name,lsad10
TX_ARLINGTON,722479,32.658,-97.095,179,-6,Cfa,Hot-Humid,48439111540,lower density urban,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_ATHENS-MUNI,721043,32.164,-95.828,135,-6,Cfa,Hot-Humid,48213950300,rural,11980,"Athens, TX Micro Area",M2
TX_AUSTIN-EXEC-AP,720648,30.395,-97.567,188,-6,Cfa,Hot-Humid,48453001856,suburban/small town,12420,"Austin-Round Rock-San Marcos, TX Metro Area",M1
TX_AUSTIN-MUELLER-MUNI,722540,30.183,-97.68,146,-6,Cfa,Hot-Humid,48453980000,rural,12420,"Austin-Round Rock-San Marcos, TX Metro Area",M1
TX_BAY-CITY,720273,28.973,-95.863,13,-6,Cfa,Hot-Humid,48321730202,rural,13060,"Bay City, TX Micro Area",M2
TX_BEAUMONT-MUNI,720926,30.071,-94.216,10,-6,Cfa,Hot-Humid,48245011400,rural,13140,"Beaumont-Port Arthur, TX Metro Area",M1
TX_BEEVILLE-MUNI-AP,720391,28.35,-97.717,82,-6,Cfa,Hot-Humid,48025950201,rural,13300,"Beeville, TX Micro Area",M2
TX_BIG-SPRING,720271,32.213,-101.521,784,-6,BSk,Hot-Dry & Mixed Dry,48227950802,rural,13700,"Big Spring, TX Micro Area",M2
TX_BIGGS-AAF,722704,31.85,-106.38,1203,-7,BWk,Hot-Dry & Mixed Dry,48141010101,suburban/small town,21340,"El Paso, TX Metro Area",M1
TX_BORGER-HUTCHINSON,723635,35.695,-101.396,926,-6,BSk,Hot-Dry & Mixed Dry,48233951000,rural,14420,"Borger, TX Micro Area",M2
TX_BRADY-CURTIS-FIELD,723628,31.178,-99.324,556,-6,Cfa,Hot-Dry & Mixed Dry,48307950400,rural,,,
TX_BRIDGEPORT-MUNI,720261,33.175,-97.828,259,-6,Cfa,Mixed-Humid,48497150402,rural,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_BROWNSVILLE-S-PADRE-ISL-IA,722500,25.915,-97.423,5,-6,Cfa,Hot-Humid,48061980100,lower density urban,15180,"Brownsville-Harlingen, TX Metro Area",M1
TX_BROWNWOOD-MUNI-AP,722666,31.8,-98.95,419,-6,Cfa,Hot-Humid,48049951200,rural,15220,"Brownwood, TX Micro Area",M2
TX_BURNET-MUNI,722542,30.741,-98.235,386,-6,Cfa,Hot-Humid,48053960300,rural,31920,"Marble Falls, TX Micro Area",M2
TX_CALDWELL-AP,723761,30.516,-96.704,119,-6,Cfa,Hot-Humid,48051970300,rural,17780,"College Station-Bryan, TX Metro Area",M1
TX_CAMERON-MUNI-AIRPARK,721034,30.879,-96.971,123,-6,Cfa,Hot-Humid,48331950401,rural,,,
TX_CANADIAN-HEMPHILL,722637,35.9,-100.4,730,-6,BSk,Hot-Dry & Mixed Dry,48211950300,rural,,,
TX_CELBURNE,720320,32.354,-97.434,260,-6,Cfa,Hot-Humid,48251130302,rural,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_CHILDRESS-MUNI-AP,723660,34.427,-100.284,593,-6,BSk,Hot-Dry & Mixed Dry,48075950100,rural,,,
TX_COLEMAN-MUNI-AP,720771,31.841,-99.404,517,-6,Cfa,Hot-Dry & Mixed Dry,48083950300,rural,,,
TX_COMANCHE-CO-CITY,747355,31.917,-98.6,423,-6,Cfa,Hot-Humid,48093950200,rural,,,
TX_CORPUS-CHRISTI-IAP,722510,27.773,-97.513,12,-6,Cfa,Hot-Humid,48355980000,rural,18580,"Corpus Christi, TX Metro Area",M1
TX_CORPUS-CHRISTI-NAS,722515,27.688,-97.292,4,-6,Cfa,Hot-Humid,48355002900,suburban/small town,18580,"Corpus Christi, TX Metro Area",M1
TX_CORSICANA,722469,32.032,-96.399,135,-6,Cfa,Hot-Humid,48349970700,rural,18620,"Corsicana, TX Micro Area",M2
TX_COTULLA-FAA-AP,722526,28.459,-99.223,144,-6,BSh,Hot-Humid,48283950300,rural,,,
TX_COX-FLD,722587,33.633,-95.45,166,-6,Cfa,Hot-Humid,48277000900,rural,37580,"Paris, TX Micro Area",M2
TX_CROCKETT-HOUSTON-CO-AP,724462,31.307,-95.404,106,-6,Cfa,Hot-Humid,48225950500,rural,,,
TX_DALHART-MUNI-AP,747360,36.025,-102.549,1215,-6,BSk,Hot-Dry & Mixed Dry,48205950200,rural,,,
TX_DALLAS-ADDISON-AP,722598,32.969,-96.836,196,-6,Cfa,Hot-Humid,48113013727,lower density urban,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_DALLAS-FORT-WORTH-IAP,722590,32.897,-97.022,165,-6,Cfa,Hot-Humid,48113980000,lower density urban,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_DALLAS-REDBIRD-AP,722599,32.678,-96.868,200,-6,Cfa,Hot-Humid,48113010904,lower density urban,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_DECATUR,720305,33.254,-97.581,319,-6,Cfa,Mixed-Humid,48497150200,rural,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_DEL-RIO-IAP,722610,29.378,-100.927,305,-6,BSh,Hot-Humid,48465980000,suburban/small town,19620,"Del Rio, TX Micro Area",M2
TX_DEL-RIO-LAUGHLIN-AFB,722615,29.367,-100.783,329,-6,BSh,Hot-Humid,48465950500,rural,19620,"Del Rio, TX Micro Area",M2
TX_DENTON-MUNI,722589,33.209,-97.199,194,-6,Cfa,Hot-Humid,48121020800,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_DFW-NEXRAD,722593,32.565,-97.308,213,-6,Cfa,Hot-Humid,48439111204,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_DRAUGHON-MILLER-CEN,722577,31.15,-97.417,207,-6,Cfa,Hot-Humid,48027020300,suburban/small town,28660,"Killeen-Temple-Fort Hood, TX Metro Area",M1
TX_DYESS-AFB-ABILENE,720965,32.433,-99.85,545,-6,Cfa,Hot-Dry & Mixed Dry,48441013000,rural,10180,"Abilene, TX Metro Area",M1
TX_EASTERWOOD-FLD-AP,747460,30.591,-96.363,96,-6,Cfa,Hot-Humid,48041980000,rural,17780,"College Station-Bryan, TX Metro Area",M1
TX_EDINBURG-IAP,720276,26.442,-98.129,24,-6,BSh,Hot-Humid,48215023512,suburban/small town,32580,"McAllen-Edinburg-Mission, TX Metro Area",M1
TX_EDWARDS-CO,722363,29.947,-100.173,723,-6,Cfa,Hot-Humid,48137950300,rural,,,
TX_EL-PASO-IAP,722700,31.812,-106.377,1202,-7,BWk,Hot-Dry & Mixed Dry,48141980000,rural,21340,"El Paso, TX Metro Area",M1
TX_FAITH-RANCH-AP,720742,28.209,-100.019,236,-6,BSh,Hot-Humid,48127950200,rural,,,
TX_FALFURIAS,720269,27.207,-98.121,34,-6,Cfa,Hot-Humid,48047950100,rural,,,
TX_FORT-HOOD,722570,31.133,-97.717,281,-6,Cfa,Hot-Humid,48027023204,suburban/small town,28660,"Killeen-Temple-Fort Hood, TX Metro Area",M1
TX_FORT-STOCKTON-PECOS-CO-AP,722618,30.912,-102.917,917,-6,BSh,Hot-Dry & Mixed Dry,48371950500,rural,,,
TX_FORT-WORTH-ALLIANCE,722594,32.994,-97.32,215,-6,Cfa,Hot-Humid,48121020308,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_FORT-WORTH-NAS,722595,32.767,-97.45,185,-6,Cfa,Hot-Humid,48439100602,lower density urban,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_FOX-STEPHENS-FLD,722112,32.699,-94.949,126,-6,Cfa,Hot-Humid,48459950300,rural,30980,"Longview, TX Metro Area",M1
TX_FREDRICKSBURG,720323,30.243,-98.91,516,-6,Cfa,Hot-Humid,48171950500,rural,23240,"Fredericksburg, TX Micro Area",M2
TX_FT-WORTH-MEACHAM-IAP,747390,32.825,-97.364,213,-6,Cfa,Hot-Humid,48439100300,lower density urban,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_GAINES-CO-AP,722107,32.675,-102.654,1010,-6,BSk,Hot-Dry & Mixed Dry,48165950200,rural,,,
TX_GAINESVILLE-MUNI-AP,722552,33.651,-97.197,255,-6,Cfa,Mixed-Humid,48097000400,rural,23620,"Gainesville, TX Micro Area",M2
TX_GALVESTON-SCHOLES,722420,29.27,-94.864,1,-6,Cfa,Hot-Humid,48167725900,rural,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_GARNER-FLD,722202,29.211,-99.744,287,-6,Cfa,Hot-Humid,48463950200,rural,46620,"Uvalde, TX Micro Area",M2
TX_GATESVILLE,722323,31.417,-97.8,276,-6,Cfa,Hot-Humid,48099010300,rural,28660,"Killeen-Temple-Fort Hood, TX Metro Area",M1
TX_GEORGETOWN(AWOS),722547,30.679,-97.679,239,-6,Cfa,Hot-Humid,48491020108,suburban/small town,12420,"Austin-Round Rock-San Marcos, TX Metro Area",M1
TX_GIDDINGS-LEE-CO-AP,722113,30.169,-96.98,147,-6,Cfa,Hot-Humid,48287000300,rural,,,
TX_GRAHAM-MUNI,720318,33.11,-98.555,342,-6,Cfa,Mixed-Humid,48503950600,suburban/small town,,,
TX_GRANBURY,720286,32.444,-97.817,237,-6,Cfa,Hot-Humid,48221160100,rural,24180,"Granbury, TX Micro Area",M2
TX_GRAND-PRAIRIE,722094,32.699,-97.047,179,-6,Cfa,Hot-Humid,48439111536,lower density urban,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_GREENVILLE-MAJORS,722588,33.068,-96.065,163,-6,Cfa,Hot-Humid,48231961100,rural,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_HAMILTON-MUNI-AP,722231,31.666,-98.149,396,-6,Cfa,Hot-Humid,48193950200,rural,,,
TX_HARLINGEN-RIO-GRANDE-VALLY,722505,26.23,-97.656,9,-6,Cfa,Hot-Humid,48061980001,rural,15180,"Brownsville-Harlingen, TX Metro Area",M1
TX_HARRISON-CO,720943,32.521,-94.308,108,-6,Cfa,Hot-Humid,48203020301,suburban/small town,32220,"Marshall, TX Micro Area",M2
TX_HEARNE,720303,30.872,-96.622,86,-6,Cfa,Hot-Humid,48395960500,rural,17780,"College Station-Bryan, TX Metro Area",M1
TX_HEBBRONVILLE,722338,27.349,-98.737,202,-6,BSh,Hot-Humid,48247950200,rural,,,
TX_HENDERSON-RUSK-CO-AP,720577,32.15,-94.85,135,-6,Cfa,Hot-Humid,48401950501,rural,30980,"Longview, TX Metro Area",M1
TX_HEREFORD-MUNI-AP,720393,34.85,-102.333,1153,-6,BSk,Hot-Dry & Mixed Dry,48117950600,rural,25820,"Hereford, TX Micro Area",M2
TX_HILLSBORO,720295,32.084,-97.097,208,-6,Cfa,Hot-Humid,48217961100,rural,,,
TX_HONDO-MUNI-AP,722533,29.36,-99.174,281,-6,Cfa,Hot-Humid,48325000300,rural,41700,"San Antonio-New Braunfels, TX Metro Area",M1
TX_HORSESHOE-BAY-RESORT-AP,720639,30.533,-98.367,333,-6,Cfa,Hot-Humid,48299970400,rural,,,
TX_HOUSTON-BUSH-INTERCONTNL,722430,29.984,-95.361,27,-6,Cfa,Hot-Humid,48201980100,lower density urban,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_HOUSTON-D-W-HOOKS,722429,30.068,-95.556,46,-6,Cfa,Hot-Humid,48201554802,suburban/small town,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_HOUSTON-ELLINGTON-AFB,722436,29.617,-95.167,9,-6,Cfa,Hot-Humid,48201340201,suburban/small town,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_HOUSTON-EXEC-AP,720617,29.8,-95.9,51,-6,Cfa,Hot-Humid,48473680200,rural,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_HOUSTON-SOUTHWEST-AP,720637,29.5,-95.477,21,-6,Cfa,Hot-Humid,48157674502,suburban/small town,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_HOUSTON-SUGAR-LAND,722543,29.62,-95.657,23,-6,Cfa,Hot-Humid,48157672800,lower density urban,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_HUNTSVILLE,722447,30.744,-95.587,105,-6,Cfa,Hot-Humid,48471790400,rural,26660,"Huntsville, TX Micro Area",M2
TX_JACKSONVILLE,720298,31.869,-95.218,206,-6,Cfa,Hot-Humid,48073950802,rural,27380,"Jacksonville, TX Micro Area",M2
TX_JASPER-CO-BELL-FLD,720296,30.886,-94.035,64,-6,Cfa,Hot-Humid,48241950400,rural,,,
TX_JUNCTION-KIMBLE-CO-AP,747400,30.51,-99.766,521,-6,Cfa,Hot-Dry & Mixed Dry,48267950100,rural,,,
TX_KERRVILLE-MUNI-AP,722537,29.983,-99.083,492,-6,Cfa,Hot-Dry & Mixed Dry,48265960100,rural,28500,"Kerrville, TX Micro Area",M2
TX_KICKAPOO-DOWNTOWN-AP,720404,33.85,-98.483,304,-6,Cfa,Mixed-Humid,48485011500,suburban/small town,48660,"Wichita Falls, TX Metro Area",M1
TX_KILLEEN-MUNI(AWOS),722575,31.083,-97.683,256,-6,Cfa,Hot-Humid,48027022300,lower density urban,28660,"Killeen-Temple-Fort Hood, TX Metro Area",M1
TX_KINGSVILLE,722516,27.509,-97.804,13,-6,Cfa,Hot-Humid,48273020100,rural,28780,"Kingsville, TX Micro Area",M2
TX_LAGO-VISTA-R-ALLEN-AP,720542,30.5,-97.967,375,-6,Cfa,Hot-Humid,48453001766,rural,12420,"Austin-Round Rock-San Marcos, TX Metro Area",M1
TX_LAJITAS-INTL-ARPT,720579,29.278,-103.687,802,-6,Cfa,Hot-Dry & Mixed Dry,48043950500,rural,,,
TX_LAMPASAS-AP,720647,31.106,-98.196,370,-6,Cfa,Hot-Humid,48281950302,rural,28660,"Killeen-Temple-Fort Hood, TX Metro Area",M1
TX_LANCASTER,722143,32.579,-96.719,152,-6,Cfa,Hot-Humid,48113016903,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_LAREDO-IAP,722520,27.533,-99.467,150,-6,BSh,Hot-Humid,48479980000,lower density urban,29700,"Laredo, TX Metro Area",M1
TX_LLANO-MUNI-AP,720110,30.784,-98.662,335,-6,Cfa,Hot-Humid,48299970100,rural,,,
TX_LONGVIEW-GREGG-CO-AP,722470,32.391,-94.714,107,-6,Cfa,Hot-Humid,48183980000,suburban/small town,30980,"Longview, TX Metro Area",M1
TX_LUBBOCK-IAP,722670,33.666,-101.823,993,-6,BSk,Hot-Dry & Mixed Dry,48303980000,rural,31180,"Lubbock, TX Metro Area",M1
TX_LUFKIN-ANGELINA-CO,722446,31.236,-94.755,87,-6,Cfa,Hot-Humid,48005001002,rural,31260,"Lufkin, TX Micro Area",M2
TX_MARFA-AP,722640,30.371,-104.017,1478,-7,BSk,Hot-Dry & Mixed Dry,48377950100,rural,,,
TX_MC-GREGOR(AWOS),722563,31.485,-97.316,180,-6,Cfa,Hot-Humid,48309003900,rural,47380,"Waco, TX Metro Area",M1
TX_MCALLEN-MILLER-IAP,722506,26.179,-98.245,30,-6,BSh,Hot-Humid,48215980000,higher density urban,32580,"McAllen-Edinburg-Mission, TX Metro Area",M1
TX_MCKINNEY-MUNI-AP,722541,33.183,-96.59,173,-6,Cfa,Hot-Humid,48085030900,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_MESQUITE,720291,32.747,-96.531,136,-6,Cfa,Hot-Humid,48113017305,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_MEXIA-LIMESTONE-CO,720779,31.641,-96.514,16,-6,,Hot-Humid,48293970200,rural,,,
TX_MIDLAND-AIRPARK,722324,32.036,-102.101,854,-6,BSk,Hot-Dry & Mixed Dry,48329000200,lower density urban,33260,"Midland, TX Metro Area",M1
TX_MIDLAND-IAP,722650,31.948,-102.209,872,-6,BSk,Hot-Dry & Mixed Dry,48329980000,rural,33260,"Midland, TX Metro Area",M1
TX_MIDLOTHIAN-WAXAHATC,720299,32.456,-96.913,228,-6,Cfa,Hot-Humid,48139060211,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_MINERAL-WELLS-MUNI-AP,722597,32.782,-98.06,287,-6,Cfa,Hot-Humid,48367140601,rural,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_MONTGOMERY-CO,722444,30.361,-95.418,69,-6,Cfa,Hot-Humid,48339693900,suburban/small town,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_MOORE-CO,722214,35.858,-102.013,1129,-6,BSk,Hot-Dry & Mixed Dry,48341950200,rural,20300,"Dumas, TX Micro Area",M2
TX_MT-PLEASANT,720311,33.096,-94.961,110,-6,Cfa,Hot-Humid,48449950300,rural,34420,"Mount Pleasant, TX Micro Area",M2
TX_NACOGDOCHES(AWOS),722499,31.578,-94.709,108,-6,Cfa,Hot-Humid,48347950301,rural,34860,"Nacogdoches, TX Micro Area",M2
TX_NAVAL-AUXILIARY-LANDING-FD,722518,27.895,-98.043,71,-6,Cfa,Hot-Humid,48249950100,rural,10860,"Alice, TX Micro Area",M2
TX_NEW-BRAUNFELS,722416,29.709,-98.046,197,-6,Cfa,Hot-Humid,48187210508,rural,41700,"San Antonio-New Braunfels, TX Metro Area",M1
TX_ODESSA-SCHLEMEYER-FIELD,722648,31.925,-102.387,909,-6,BSk,Hot-Dry & Mixed Dry,48135002501,suburban/small town,36220,"Odessa, TX Metro Area",M1
TX_ORANGE-CO-AP,723629,30.069,-93.804,4,-6,Cfa,Hot-Humid,48361020300,suburban/small town,13140,"Beaumont-Port Arthur, TX Metro Area",M1
TX_OZONA-MUNI,720659,30.735,-101.203,726,-6,BSh,Hot-Dry & Mixed Dry,48105950100,rural,,,
TX_PALACIOS-MUNI-AP,722555,28.725,-96.254,3,-6,Cfa,Hot-Humid,48321730600,rural,13060,"Bay City, TX Micro Area",M2
TX_PALESTINE,720314,31.78,-95.706,128,-6,Cfa,Hot-Humid,48001950901,rural,37300,"Palestine, TX Micro Area",M2
TX_PAMPA-MESA-VISTA-AP,720626,35.883,-101.033,845,-6,BSk,Hot-Dry & Mixed Dry,48393950100,rural,37420,"Pampa, TX Micro Area",M2
TX_PANOLA-CO-SHARPE-FLD,720806,32.176,-94.299,75,-6,Cfa,Hot-Humid,48365950300,rural,,,
TX_PEARLAND-RGNL-AP,722427,29.519,-95.242,11,-6,Cfa,Hot-Humid,48039660200,suburban/small town,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_PECOS-MUNI-AIR,722169,31.383,-103.511,796,-6,BWh,Hot-Dry & Mixed Dry,48389950100,rural,37780,"Pecos, TX Micro Area",M2
TX_PERRYTON,720315,36.414,-100.75,889,-6,BSk,Hot-Dry & Mixed Dry,48357950100,rural,,,
TX_PINE-SPRINGS-GUADALUPE-MTN,722620,31.833,-104.809,1655,-7,BWk,Hot-Dry & Mixed Dry,48109950300,rural,,,
TX_PLAINVIEW-HALE-CO,722174,34.167,-101.717,1028,-6,BSk,Hot-Dry & Mixed Dry,48189950500,suburban/small town,38380,"Plainview, TX Micro Area",M2
TX_PLEASANTON-MUNI-AP,720395,28.95,-98.517,131,-6,Cfa,Hot-Humid,48013960402,rural,41700,"San Antonio-New Braunfels, TX Metro Area",M1
TX_PORT-ARANSAS,722008,27.812,-97.089,1,-6,Cfa,Hot-Humid,48355005102,rural,18580,"Corpus Christi, TX Metro Area",M1
TX_PORT-ARTHUR-JEFFERSON-CO,722410,29.952,-94.026,3,-6,Cfa,Hot-Humid,48245980000,lower density urban,13140,"Beaumont-Port Arthur, TX Metro Area",M1
TX_PORT-ISABEL-CAMERON-CO-AP,722508,26.16,-97.338,5,-6,Cfa,Hot-Humid,48061012301,rural,15180,"Brownsville-Harlingen, TX Metro Area",M1
TX_PORT-LAVACA-CALHOUN,722209,28.654,-96.681,9,-6,Cfa,Hot-Humid,48057000400,rural,47020,"Victoria, TX Metro Area",M1
TX_PRESIDIO-LELY-IAP,721048,29.634,-104.361,896,-6,BWh,Hot-Dry & Mixed Dry,48377950200,rural,,,
TX_RANDOLPH-AFB,722536,29.533,-98.262,221,-6,Cfa,Hot-Humid,48029131700,suburban/small town,41700,"San Antonio-New Braunfels, TX Metro Area",M1
TX_ROBERT-GRAY-AAF,722576,31.067,-97.833,309,-6,Cfa,Hot-Humid,48027980002,rural,28660,"Killeen-Temple-Fort Hood, TX Metro Area",M1
TX_ROBSTON,720316,27.779,-97.691,24,-6,Cfa,Hot-Humid,48355005900,rural,18580,"Corpus Christi, TX Metro Area",M1
TX_ROCKPORT-ARANSAS-CO,722524,28.084,-97.047,7,-6,Cfa,Hot-Humid,48007950100,rural,18580,"Corpus Christi, TX Metro Area",M1
TX_ROCKWALL-MUNI,721044,32.931,-96.435,175,-6,Cfa,Hot-Humid,48397040302,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_SAN-ANGELO-MATHIS-FIELD,722630,31.352,-100.495,582,-6,Cfa,Hot-Dry & Mixed Dry,48451980000,suburban/small town,41660,"San Angelo, TX Metro Area",M1
TX_SAN-ANTONIO-IAP,722530,29.544,-98.484,243,-6,Cfa,Hot-Humid,48029980004,lower density urban,41700,"San Antonio-New Braunfels, TX Metro Area",M1
TX_SAN-ANTONIO-KELLY-FLD-AFB,722535,29.383,-98.583,210,-6,Cfa,Hot-Humid,48029980100,lower density urban,41700,"San Antonio-New Braunfels, TX Metro Area",M1
TX_SAN-ANTONIO-STINSON,722523,29.339,-98.472,173,-6,Cfa,Hot-Humid,48029192200,lower density urban,41700,"San Antonio-New Braunfels, TX Metro Area",M1
TX_SAN-MARCOS-MUNI,722539,29.891,-97.864,182,-6,Cfa,Hot-Humid,48055960500,suburban/small town,12420,"Austin-Round Rock-San Marcos, TX Metro Area",M1
TX_SHERMAN-DENNISON,720287,33.714,-96.674,228,-6,Cfa,Mixed-Humid,48181001101,suburban/small town,43300,"Sherman-Denison, TX Metro Area",M1
TX_SNYDER-AP,722122,32.693,-100.951,740,-6,BSk,Hot-Dry & Mixed Dry,48415950300,rural,43660,"Snyder, TX Micro Area",M2
TX_SONORA,747335,30.586,-100.649,652,-6,BSh,Hot-Dry & Mixed Dry,48435950300,rural,,,
TX_STEPHENS-CO-AP,720578,32.717,-98.892,391,-6,Cfa,Mixed-Humid,48429950500,rural,,,
TX_STEPHENVILLE-CLARK-FIELD,722600,32.215,-98.178,402,-6,Cfa,Hot-Humid,48143950600,rural,44500,"Stephenville, TX Micro Area",M2
TX_SUPLHUR-SPRINGS,722362,33.167,-95.617,149,-6,Cfa,Hot-Humid,48223950300,rural,44860,"Sulphur Springs, TX Micro Area",M2
TX_SWEETWATER-AP,722192,32.473,-100.466,725,-6,BSk,Hot-Dry & Mixed Dry,48353950100,rural,45020,"Sweetwater, TX Micro Area",M2
TX_T-P-MC-CAMPBELL-AP,722369,27.917,-97.2,5,-6,Cfa,Hot-Humid,48409010301,rural,18580,"Corpus Christi, TX Metro Area",M1
TX_TERRELL-CO,722616,30.048,-102.213,701,-6,BSh,Hot-Dry & Mixed Dry,48443950100,rural,,,
TX_TERRELL,722489,32.713,-96.269,143,-6,Cfa,Hot-Humid,48257050500,suburban/small town,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",M1
TX_TSTC-WACO,722561,31.638,-97.074,143,-6,Cfa,Hot-Humid,48309003300,suburban/small town,47380,"Waco, TX Metro Area",M1
TX_TYLER-POUNDS-FLD,722448,32.359,-95.404,159,-6,Cfa,Hot-Humid,48423980000,lower density urban,46340,"Tyler, TX Metro Area",M1
TX_VICTORIA-RGNL-AP,722550,28.862,-96.93,33,-6,Cfa,Hot-Humid,48469980000,lower density urban,47020,"Victoria, TX Metro Area",M1
TX_WACO-RGNL-AP,722560,31.618,-97.228,151,-6,Cfa,Hot-Humid,48309980000,rural,47380,"Waco, TX Metro Area",M1
TX_WESLACO-MID-VALLEY,722159,26.178,-97.973,21,-6,Cfa,Hot-Humid,48215022502,lower density urban,32580,"McAllen-Edinburg-Mission, TX Metro Area",M1
TX_WHARTON-RGNL-AP,722351,29.266,-96.008,30,-6,Cfa,Hot-Humid,48481740600,rural,20900,"El Campo, TX Micro Area",M2
TX_WICHITA-FALLS-MUNI-AP,723510,33.979,-98.493,308,-6,Cfa,Mixed-Humid,48485980000,rural,48660,"Wichita Falls, TX Metro Area",M1
TX_WILLIAM-P-HOBBY-AP,722440,29.646,-95.282,13,-6,Cfa,Hot-Humid,48201980000,lower density urban,26420,"Houston-Sugar Land-Baytown, TX Metro Area",M1
TX_WINK-WINKLER-CO-AP,722656,31.78,-103.202,858,-6,BWh,Hot-Dry & Mixed Dry,48495950400,rural,,,
TX_WOOD-CO,722042,32.742,-95.496,132,-6,Cfa,Hot-Humid,48499950700,rural,,,
TX_ZAPATA-CO-AP,720584,26.967,-99.25,129,-6,BSh,Hot-Humid,48505950400,rural,,,
UT_BOLINDER-FIELD-TOOELE-VALL,720572,40.612,-112.351,1316,-7,Dfa,Cold & Very Cold,49045130702,rural,41620,"Salt Lake City, UT Metro Area",M1
UT_BRIGHAM-CITY-AP,720567,41.552,-112.062,1288,-7,Dfa,Cold & Very Cold,49003960200,rural,14940,"Brigham City, UT Micro Area",M2
UT_BRYCE-CNYN-FAA-AP,724756,37.701,-112.149,2309,-7,Cfb,Cold & Very Cold,49017000400,rural,,,
UT_CEDAR-CITY-MUNI-AP,724755,37.707,-113.097,1703,-7,Csb,Cold & Very Cold,49021110701,rural,16260,"Cedar City, UT Micro Area",M2
UT_DUGWAY-PROVING-GROU,740030,40.183,-112.933,1325,-7,BSk,Cold & Very Cold,49045130600,rural,41620,"Salt Lake City, UT Metro Area",M1
UT_HANKSVILLE,724733,38.417,-110.7,135,-7,,Cold & Very Cold,49055979100,rural,,,
UT_HEBER-CITY-MUNI-RUSS,720565,40.482,-111.429,171,-7,,Cold & Very Cold,49051940500,rural,25720,"Heber, UT Micro Area",M2
UT_KANAB-MUNI,720569,37.011,-112.531,1483,-7,Dfa,Cold & Very Cold,49025130200,rural,,,
UT_LOGAN-CACHE-AP,724796,41.787,-111.852,1355,-7,Dfb,Cold & Very Cold,49005000403,suburban/small town,30860,"Logan, UT-ID Metro Area",M1
UT_MILFORD-MUNI-AP,724750,38.423,-113.011,1533,-7,BSk,Cold & Very Cold,49001100200,rural,,,
UT_MILFORD-MUNI-AP,724797,38.417,-113.017,1534,-7,BSk,Cold & Very Cold,49001100200,rural,,,
UT_MOAB-CANYONLANDS,724776,38.75,-109.763,1387,-7,BSk,Cold & Very Cold,49019000300,rural,,,
UT_OGDEN-HILL-AFB,725755,41.117,-111.967,1459,-7,Dfb,Cold & Very Cold,49011125200,suburban/small town,36260,"Ogden-Clearfield, UT Metro Area",M1
UT_OGDEN-HINKLEY-AP,725750,41.194,-112.017,1356,-7,Csa,Cold & Very Cold,49057201900,lower density urban,36260,"Ogden-Clearfield, UT Metro Area",M1
UT_PRICE-CARBON-CO,724700,39.609,-110.755,1777,-7,Dfb,Cold & Very Cold,49007000100,rural,39220,"Price, UT Micro Area",M2
UT_PROVO-MUNI(AWOS),725724,40.219,-111.723,1370,-7,Dfa,Cold & Very Cold,49049002207,suburban/small town,39340,"Provo-Orem, UT Metro Area",M1
UT_ST-GEORGE-MUNI-AP,724754,37.1,-113.6,894,-7,BSk,Hot-Dry & Mixed Dry,49053271500,suburban/small town,41100,"St. George, UT Metro Area",M1
