climate_region,urbanicity,urbanicity_short,catchment_type,catchment_code,catchment_label,population_2010,housing_units_2010,population_density_sqmi,housing_unit_density_sqmi,housing_unit_coverage_percentile,population_density_percentile,population_coverage_percentile,location_score,selection_rank,selected,station_distance_miles,selected_station_name,selected_station_number,selected_station_lat,selected_station_lon,centroid_lat,centroid_lon
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10798,Hot-Dry & Mixed Dry LDU catchment 59 (demo),1820000,744000,7150.0,3003.0,0.75,0.75,0.75,0.75,53,False,98.5,Hot-Dry LDU Climate Station 5 (demo),730798,34.44,-111.88,34.26,-111.66
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10799,Hot-Dry & Mixed Dry LDU catchment 60 (demo),1844000,753800,7240.0,3040.8,0.76,0.76,0.76,0.76,46,False,110.0,Hot-Dry LDU Climate Station 6 (demo),730799,34.47,-111.91,34.29,-111.69
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10800,Hot-Dry & Mixed Dry LDU catchment 61 (demo),1868000,763600,7330.0,3078.6,0.77,0.77,0.77,0.77,40,False,18.0,Hot-Dry LDU Climate Station 7 (demo),730800,34.5,-111.94,34.32,-111.72
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10801,Hot-Dry & Mixed Dry LDU catchment 62 (demo),1892000,773400,7420.0,3116.4,0.78,0.78,0.78,0.78,34,False,29.5,Hot-Dry LDU Climate Station 1 (demo),730801,34.53,-111.97,34.35,-111.75
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10802,Hot-Dry & Mixed Dry LDU catchment 63 (demo),1916000,783200,7510.0,3154.2,0.79,0.79,0.79,0.79,28,False,41.0,Hot-Dry LDU Climate Station 2 (demo),730802,34.56,-112.0,34.38,-111.78
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10803,Hot-Dry & Mixed Dry LDU catchment 64 (demo),1940000,793000,7600.0,3192.0,0.8,0.8,0.8,0.8,22,False,52.5,Hot-Dry LDU Climate Station 3 (demo),730803,34.2,-111.64,34.02,-111.42
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10804,Hot-Dry & Mixed Dry LDU catchment 65 (demo),1964000,802800,7690.0,3229.8,0.81,0.81,0.81,0.81,16,False,64.0,Hot-Dry LDU Climate Station 4 (demo),730804,34.23,-111.67,34.05,-111.45
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10805,Hot-Dry & Mixed Dry LDU catchment 66 (demo),1988000,812600,7780.0,3267.6,0.82,0.82,0.82,0.82,10,False,75.5,Hot-Dry LDU Climate Station 5 (demo),730805,34.26,-111.7,34.08,-111.48
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10806,Hot-Dry & Mixed Dry LDU catchment 67 (demo),2012000,822400,7870.0,3305.4,0.83,0.83,0.83,0.83,4,False,87.0,Hot-Dry LDU Climate Station 6 (demo),730806,34.29,-111.73,34.11,-111.51
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10807,Hot-Dry & Mixed Dry LDU catchment 68 (demo),1508000,616600,5980.0,2511.6,0.62,0.62,0.62,0.62,145,False,98.5,Hot-Dry LDU Climate Station 7 (demo),730807,34.32,-111.76,34.14,-111.54
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10808,Hot-Dry & Mixed Dry LDU catchment 69 (demo),1532000,626400,6070.0,2549.4,0.63,0.63,0.63,0.63,138,False,110.0,Hot-Dry LDU Climate Station 1 (demo),730808,34.35,-111.79,34.17,-111.57
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10809,Hot-Dry & Mixed Dry LDU catchment 70 (demo),1556000,636200,6160.0,2587.2,0.64,0.64,0.64,0.64,131,False,18.0,Hot-Dry LDU Climate Station 2 (demo),730809,34.38,-111.82,34.2,-111.6
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10810,Hot-Dry & Mixed Dry LDU catchment 71 (demo),1580000,646000,6250.0,2625.0,0.65,0.65,0.65,0.65,124,False,29.5,Hot-Dry LDU Climate Station 3 (demo),730810,34.41,-111.85,34.23,-111.63
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10811,Hot-Dry & Mixed Dry LDU catchment 72 (demo),1604000,655800,6340.0,2662.8,0.66,0.66,0.66,0.66,117,False,41.0,Hot-Dry LDU Climate Station 4 (demo),730811,34.44,-111.88,34.26,-111.66
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10812,Hot-Dry & Mixed Dry LDU catchment 73 (demo),1628000,665600,6430.0,2700.6,0.67,0.67,0.67,0.67,110,False,52.5,Hot-Dry LDU Climate Station 5 (demo),730812,34.47,-111.91,34.29,-111.69
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10813,Hot-Dry & Mixed Dry LDU catchment 74 (demo),1651999,675399,6520.0,2738.4,0.68,0.68,0.68,0.68,103,False,64.0,Hot-Dry LDU Climate Station 6 (demo),730813,34.5,-111.94,34.32,-111.72
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10814,Hot-Dry & Mixed Dry LDU catchment 75 (demo),1675999,685200,6610.0,2776.2,0.69,0.69,0.69,0.69,96,False,75.5,Hot-Dry LDU Climate Station 7 (demo),730814,34.53,-111.97,34.35,-111.75
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10815,Hot-Dry & Mixed Dry LDU catchment 76 (demo),1700000,695000,6700.0,2814.0,0.7,0.7,0.7,0.7,89,False,87.0,Hot-Dry LDU Climate Station 1 (demo),730815,34.56,-112.0,34.38,-111.78
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10816,Hot-Dry & Mixed Dry LDU catchment 77 (demo),1724000,704800,6790.0,2851.8,0.71,0.71,0.71,0.71,82,False,98.5,Hot-Dry LDU Climate Station 2 (demo),730816,34.2,-111.64,34.02,-111.42
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10817,Hot-Dry & Mixed Dry LDU catchment 78 (demo),1748000,714600,6880.0,2889.6,0.72,0.72,0.72,0.72,75,False,110.0,Hot-Dry LDU Climate Station 3 (demo),730817,34.23,-111.67,34.05,-111.45
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10818,Hot-Dry & Mixed Dry LDU catchment 79 (demo),1772000,724400,6970.0,2927.4,0.73,0.73,0.73,0.73,68,False,18.0,Hot-Dry LDU Climate Station 4 (demo),730818,34.26,-111.7,34.08,-111.48
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10819,Hot-Dry & Mixed Dry LDU catchment 80 (demo),1796000,734200,7060.0,2965.2,0.74,0.74,0.74,0.74,61,False,29.5,Hot-Dry LDU Climate Station 5 (demo),730819,34.29,-111.73,34.11,-111.51
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10820,Hot-Dry & Mixed Dry LDU catchment 81 (demo),1820000,744000,7150.0,3003.0,0.75,0.75,0.75,0.75,54,False,41.0,Hot-Dry LDU Climate Station 6 (demo),730820,34.32,-111.76,34.14,-111.54
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10821,Hot-Dry & Mixed Dry LDU catchment 82 (demo),1844000,753800,7240.0,3040.8,0.76,0.76,0.76,0.76,47,False,52.5,Hot-Dry LDU Climate Station 7 (demo),730821,34.35,-111.79,34.17,-111.57
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10822,Hot-Dry & Mixed Dry LDU catchment 83 (demo),1868000,763600,7330.0,3078.6,0.77,0.77,0.77,0.77,41,False,64.0,Hot-Dry LDU Climate Station 1 (demo),730822,34.38,-111.82,34.2,-111.6
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10823,Hot-Dry & Mixed Dry LDU catchment 84 (demo),1892000,773400,7420.0,3116.4,0.78,0.78,0.78,0.78,35,False,75.5,Hot-Dry LDU Climate Station 2 (demo),730823,34.41,-111.85,34.23,-111.63
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10824,Hot-Dry & Mixed Dry LDU catchment 85 (demo),1916000,783200,7510.0,3154.2,0.79,0.79,0.79,0.79,29,False,87.0,Hot-Dry LDU Climate Station 3 (demo),730824,34.44,-111.88,34.26,-111.66
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10825,Hot-Dry & Mixed Dry LDU catchment 86 (demo),1940000,793000,7600.0,3192.0,0.8,0.8,0.8,0.8,23,False,98.5,Hot-Dry LDU Climate Station 4 (demo),730825,34.47,-111.91,34.29,-111.69
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10826,Hot-Dry & Mixed Dry LDU catchment 87 (demo),1964000,802800,7690.0,3229.8,0.81,0.81,0.81,0.81,17,False,110.0,Hot-Dry LDU Climate Station 5 (demo),730826,34.5,-111.94,34.32,-111.72
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10827,Hot-Dry & Mixed Dry LDU catchment 88 (demo),1988000,812600,7780.0,3267.6,0.82,0.82,0.82,0.82,11,False,18.0,Hot-Dry LDU Climate Station 6 (demo),730827,34.53,-111.97,34.35,-111.75
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10828,Hot-Dry & Mixed Dry LDU catchment 89 (demo),2012000,822400,7870.0,3305.4,0.83,0.83,0.83,0.83,5,False,29.5,Hot-Dry LDU Climate Station 7 (demo),730828,34.56,-112.0,34.38,-111.78
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10829,Hot-Dry & Mixed Dry LDU catchment 90 (demo),1508000,616600,5980.0,2511.6,0.62,0.62,0.62,0.62,146,False,41.0,Hot-Dry LDU Climate Station 1 (demo),730829,34.2,-111.64,34.02,-111.42
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10830,Hot-Dry & Mixed Dry LDU catchment 91 (demo),1532000,626400,6070.0,2549.4,0.63,0.63,0.63,0.63,139,False,52.5,Hot-Dry LDU Climate Station 2 (demo),730830,34.23,-111.67,34.05,-111.45
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10831,Hot-Dry & Mixed Dry LDU catchment 92 (demo),1556000,636200,6160.0,2587.2,0.64,0.64,0.64,0.64,132,False,64.0,Hot-Dry LDU Climate Station 3 (demo),730831,34.26,-111.7,34.08,-111.48
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10832,Hot-Dry & Mixed Dry LDU catchment 93 (demo),1580000,646000,6250.0,2625.0,0.65,0.65,0.65,0.65,125,False,75.5,Hot-Dry LDU Climate Station 4 (demo),730832,34.29,-111.73,34.11,-111.51
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10833,Hot-Dry & Mixed Dry LDU catchment 94 (demo),1604000,655800,6340.0,2662.8,0.66,0.66,0.66,0.66,118,False,87.0,Hot-Dry LDU Climate Station 5 (demo),730833,34.32,-111.76,34.14,-111.54
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10834,Hot-Dry & Mixed Dry LDU catchment 95 (demo),1628000,665600,6430.0,2700.6,0.67,0.67,0.67,0.67,111,False,98.5,Hot-Dry LDU Climate Station 6 (demo),730834,34.35,-111.79,34.17,-111.57
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10835,Hot-Dry & Mixed Dry LDU catchment 96 (demo),1651999,675399,6520.0,2738.4,0.68,0.68,0.68,0.68,104,False,110.0,Hot-Dry LDU Climate Station 7 (demo),730835,34.38,-111.82,34.2,-111.6
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10836,Hot-Dry & Mixed Dry LDU catchment 97 (demo),1675999,685200,6610.0,2776.2,0.69,0.69,0.69,0.69,97,False,18.0,Hot-Dry LDU Climate Station 1 (demo),730836,34.41,-111.85,34.23,-111.63
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10837,Hot-Dry & Mixed Dry LDU catchment 98 (demo),1700000,695000,6700.0,2814.0,0.7,0.7,0.7,0.7,90,False,29.5,Hot-Dry LDU Climate Station 2 (demo),730837,34.44,-111.88,34.26,-111.66
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10838,Hot-Dry & Mixed Dry LDU catchment 99 (demo),1724000,704800,6790.0,2851.8,0.71,0.71,0.71,0.71,83,False,41.0,Hot-Dry LDU Climate Station 3 (demo),730838,34.47,-111.91,34.29,-111.69
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10839,Hot-Dry & Mixed Dry LDU catchment 100 (demo),1748000,714600,6880.0,2889.6,0.72,0.72,0.72,0.72,76,False,52.5,Hot-Dry LDU Climate Station 4 (demo),730839,34.5,-111.94,34.32,-111.72
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10840,Hot-Dry & Mixed Dry LDU catchment 101 (demo),1772000,724400,6970.0,2927.4,0.73,0.73,0.73,0.73,69,False,64.0,Hot-Dry LDU Climate Station 5 (demo),730840,34.53,-111.97,34.35,-111.75
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10841,Hot-Dry & Mixed Dry LDU catchment 102 (demo),1796000,734200,7060.0,2965.2,0.74,0.74,0.74,0.74,62,False,75.5,Hot-Dry LDU Climate Station 6 (demo),730841,34.56,-112.0,34.38,-111.78
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10842,Hot-Dry & Mixed Dry LDU catchment 103 (demo),1820000,744000,7150.0,3003.0,0.75,0.75,0.75,0.75,55,False,87.0,Hot-Dry LDU Climate Station 7 (demo),730842,34.2,-111.64,34.02,-111.42
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10843,Hot-Dry & Mixed Dry LDU catchment 104 (demo),1844000,753800,7240.0,3040.8,0.76,0.76,0.76,0.76,48,False,98.5,Hot-Dry LDU Climate Station 1 (demo),730843,34.23,-111.67,34.05,-111.45
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10844,Hot-Dry & Mixed Dry LDU catchment 105 (demo),1868000,763600,7330.0,3078.6,0.77,0.77,0.77,0.77,42,False,110.0,Hot-Dry LDU Climate Station 2 (demo),730844,34.26,-111.7,34.08,-111.48
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10845,Hot-Dry & Mixed Dry LDU catchment 106 (demo),1892000,773400,7420.0,3116.4,0.78,0.78,0.78,0.78,36,False,18.0,Hot-Dry LDU Climate Station 3 (demo),730845,34.29,-111.73,34.11,-111.51
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10846,Hot-Dry & Mixed Dry LDU catchment 107 (demo),1916000,783200,7510.0,3154.2,0.79,0.79,0.79,0.79,30,False,29.5,Hot-Dry LDU Climate Station 4 (demo),730846,34.32,-111.76,34.14,-111.54
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10847,Hot-Dry & Mixed Dry LDU catchment 108 (demo),1940000,793000,7600.0,3192.0,0.8,0.8,0.8,0.8,24,False,41.0,Hot-Dry LDU Climate Station 5 (demo),730847,34.35,-111.79,34.17,-111.57
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10848,Hot-Dry & Mixed Dry LDU catchment 109 (demo),1964000,802800,7690.0,3229.8,0.81,0.81,0.81,0.81,18,False,52.5,Hot-Dry LDU Climate Station 6 (demo),730848,34.38,-111.82,34.2,-111.6
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10849,Hot-Dry & Mixed Dry LDU catchment 110 (demo),1988000,812600,7780.0,3267.6,0.82,0.82,0.82,0.82,12,False,64.0,Hot-Dry LDU Climate Station 7 (demo),730849,34.41,-111.85,34.23,-111.63
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10850,Hot-Dry & Mixed Dry LDU catchment 111 (demo),2012000,822400,7870.0,3305.4,0.83,0.83,0.83,0.83,6,False,75.5,Hot-Dry LDU Climate Station 1 (demo),730850,34.44,-111.88,34.26,-111.66
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10851,Hot-Dry & Mixed Dry LDU catchment 112 (demo),1508000,616600,5980.0,2511.6,0.62,0.62,0.62,0.62,147,False,87.0,Hot-Dry LDU Climate Station 2 (demo),730851,34.47,-111.91,34.29,-111.69
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10852,Hot-Dry & Mixed Dry LDU catchment 113 (demo),1532000,626400,6070.0,2549.4,0.63,0.63,0.63,0.63,140,False,98.5,Hot-Dry LDU Climate Station 3 (demo),730852,34.5,-111.94,34.32,-111.72
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10853,Hot-Dry & Mixed Dry LDU catchment 114 (demo),1556000,636200,6160.0,2587.2,0.64,0.64,0.64,0.64,133,False,110.0,Hot-Dry LDU Climate Station 4 (demo),730853,34.53,-111.97,34.35,-111.75
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10854,Hot-Dry & Mixed Dry LDU catchment 115 (demo),1580000,646000,6250.0,2625.0,0.65,0.65,0.65,0.65,126,False,18.0,Hot-Dry LDU Climate Station 5 (demo),730854,34.56,-112.0,34.38,-111.78
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10855,Hot-Dry & Mixed Dry LDU catchment 116 (demo),1604000,655800,6340.0,2662.8,0.66,0.66,0.66,0.66,119,False,29.5,Hot-Dry LDU Climate Station 6 (demo),730855,34.2,-111.64,34.02,-111.42
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10856,Hot-Dry & Mixed Dry LDU catchment 117 (demo),1628000,665600,6430.0,2700.6,0.67,0.67,0.67,0.67,112,False,41.0,Hot-Dry LDU Climate Station 7 (demo),730856,34.23,-111.67,34.05,-111.45
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10857,Hot-Dry & Mixed Dry LDU catchment 118 (demo),1651999,675399,6520.0,2738.4,0.68,0.68,0.68,0.68,105,False,52.5,Hot-Dry LDU Climate Station 1 (demo),730857,34.26,-111.7,34.08,-111.48
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10858,Hot-Dry & Mixed Dry LDU catchment 119 (demo),1675999,685200,6610.0,2776.2,0.69,0.69,0.69,0.69,98,False,64.0,Hot-Dry LDU Climate Station 2 (demo),730858,34.29,-111.73,34.11,-111.51
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10859,Hot-Dry & Mixed Dry LDU catchment 120 (demo),1700000,695000,6700.0,2814.0,0.7,0.7,0.7,0.7,91,False,75.5,Hot-Dry LDU Climate Station 3 (demo),730859,34.32,-111.76,34.14,-111.54
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10860,Hot-Dry & Mixed Dry LDU catchment 121 (demo),1724000,704800,6790.0,2851.8,0.71,0.71,0.71,0.71,84,False,87.0,Hot-Dry LDU Climate Station 4 (demo),730860,34.35,-111.79,34.17,-111.57
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10861,Hot-Dry & Mixed Dry LDU catchment 122 (demo),1748000,714600,6880.0,2889.6,0.72,0.72,0.72,0.72,77,False,98.5,Hot-Dry LDU Climate Station 5 (demo),730861,34.38,-111.82,34.2,-111.6
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10862,Hot-Dry & Mixed Dry LDU catchment 123 (demo),1772000,724400,6970.0,2927.4,0.73,0.73,0.73,0.73,70,False,110.0,Hot-Dry LDU Climate Station 6 (demo),730862,34.41,-111.85,34.23,-111.63
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10863,Hot-Dry & Mixed Dry LDU catchment 124 (demo),1796000,734200,7060.0,2965.2,0.74,0.74,0.74,0.74,63,False,18.0,Hot-Dry LDU Climate Station 7 (demo),730863,34.44,-111.88,34.26,-111.66
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10864,Hot-Dry & Mixed Dry LDU catchment 125 (demo),1820000,744000,7150.0,3003.0,0.75,0.75,0.75,0.75,56,False,29.5,Hot-Dry LDU Climate Station 1 (demo),730864,34.47,-111.91,34.29,-111.69
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10865,Hot-Dry & Mixed Dry LDU catchment 126 (demo),1844000,753800,7240.0,3040.8,0.76,0.76,0.76,0.76,49,False,41.0,Hot-Dry LDU Climate Station 2 (demo),730865,34.5,-111.94,34.32,-111.72
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10866,Hot-Dry & Mixed Dry LDU catchment 127 (demo),1868000,763600,7330.0,3078.6,0.77,0.77,0.77,0.77,43,False,52.5,Hot-Dry LDU Climate Station 3 (demo),730866,34.53,-111.97,34.35,-111.75
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10867,Hot-Dry & Mixed Dry LDU catchment 128 (demo),1892000,773400,7420.0,3116.4,0.78,0.78,0.78,0.78,37,False,64.0,Hot-Dry LDU Climate Station 4 (demo),730867,34.56,-112.0,34.38,-111.78
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10868,Hot-Dry & Mixed Dry LDU catchment 129 (demo),1916000,783200,7510.0,3154.2,0.79,0.79,0.79,0.79,31,False,75.5,Hot-Dry LDU Climate Station 5 (demo),730868,34.2,-111.64,34.02,-111.42
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10869,Hot-Dry & Mixed Dry LDU catchment 130 (demo),1940000,793000,7600.0,3192.0,0.8,0.8,0.8,0.8,25,False,87.0,Hot-Dry LDU Climate Station 6 (demo),730869,34.23,-111.67,34.05,-111.45
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10870,Hot-Dry & Mixed Dry LDU catchment 131 (demo),1964000,802800,7690.0,3229.8,0.81,0.81,0.81,0.81,19,False,98.5,Hot-Dry LDU Climate Station 7 (demo),730870,34.26,-111.7,34.08,-111.48
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10871,Hot-Dry & Mixed Dry LDU catchment 132 (demo),1988000,812600,7780.0,3267.6,0.82,0.82,0.82,0.82,13,False,110.0,Hot-Dry LDU Climate Station 1 (demo),730871,34.29,-111.73,34.11,-111.51
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10872,Hot-Dry & Mixed Dry LDU catchment 133 (demo),2012000,822400,7870.0,3305.4,0.83,0.83,0.83,0.83,7,False,18.0,Hot-Dry LDU Climate Station 2 (demo),730872,34.32,-111.76,34.14,-111.54
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10873,Hot-Dry & Mixed Dry LDU catchment 134 (demo),1508000,616600,5980.0,2511.6,0.62,0.62,0.62,0.62,148,False,29.5,Hot-Dry LDU Climate Station 3 (demo),730873,34.35,-111.79,34.17,-111.57
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10874,Hot-Dry & Mixed Dry LDU catchment 135 (demo),1532000,626400,6070.0,2549.4,0.63,0.63,0.63,0.63,141,False,41.0,Hot-Dry LDU Climate Station 4 (demo),730874,34.38,-111.82,34.2,-111.6
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10875,Hot-Dry & Mixed Dry LDU catchment 136 (demo),1556000,636200,6160.0,2587.2,0.64,0.64,0.64,0.64,134,False,52.5,Hot-Dry LDU Climate Station 5 (demo),730875,34.41,-111.85,34.23,-111.63
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10876,Hot-Dry & Mixed Dry LDU catchment 137 (demo),1580000,646000,6250.0,2625.0,0.65,0.65,0.65,0.65,127,False,64.0,Hot-Dry LDU Climate Station 6 (demo),730876,34.44,-111.88,34.26,-111.66
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10877,Hot-Dry & Mixed Dry LDU catchment 138 (demo),1604000,655800,6340.0,2662.8,0.66,0.66,0.66,0.66,120,False,75.5,Hot-Dry LDU Climate Station 7 (demo),730877,34.47,-111.91,34.29,-111.69
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10878,Hot-Dry & Mixed Dry LDU catchment 139 (demo),1628000,665600,6430.0,2700.6,0.67,0.67,0.67,0.67,113,False,87.0,Hot-Dry LDU Climate Station 1 (demo),730878,34.5,-111.94,34.32,-111.72
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10879,Hot-Dry & Mixed Dry LDU catchment 140 (demo),1651999,675399,6520.0,2738.4,0.68,0.68,0.68,0.68,106,False,98.5,Hot-Dry LDU Climate Station 2 (demo),730879,34.53,-111.97,34.35,-111.75
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10880,Hot-Dry & Mixed Dry LDU catchment 141 (demo),1675999,685200,6610.0,2776.2,0.69,0.69,0.69,0.69,99,False,110.0,Hot-Dry LDU Climate Station 3 (demo),730880,34.56,-112.0,34.38,-111.78
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10881,Hot-Dry & Mixed Dry LDU catchment 142 (demo),1700000,695000,6700.0,2814.0,0.7,0.7,0.7,0.7,92,False,18.0,Hot-Dry LDU Climate Station 4 (demo),730881,34.2,-111.64,34.02,-111.42
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10882,Hot-Dry & Mixed Dry LDU catchment 143 (demo),1724000,704800,6790.0,2851.8,0.71,0.71,0.71,0.71,85,False,29.5,Hot-Dry LDU Climate Station 5 (demo),730882,34.23,-111.67,34.05,-111.45
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10883,Hot-Dry & Mixed Dry LDU catchment 144 (demo),1748000,714600,6880.0,2889.6,0.72,0.72,0.72,0.72,78,False,41.0,Hot-Dry LDU Climate Station 6 (demo),730883,34.26,-111.7,34.08,-111.48
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10884,Hot-Dry & Mixed Dry LDU catchment 145 (demo),1772000,724400,6970.0,2927.4,0.73,0.73,0.73,0.73,71,False,52.5,Hot-Dry LDU Climate Station 7 (demo),730884,34.29,-111.73,34.11,-111.51
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10885,Hot-Dry & Mixed Dry LDU catchment 146 (demo),1796000,734200,7060.0,2965.2,0.74,0.74,0.74,0.74,64,False,64.0,Hot-Dry LDU Climate Station 1 (demo),730885,34.32,-111.76,34.14,-111.54
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10886,Hot-Dry & Mixed Dry LDU catchment 147 (demo),1820000,744000,7150.0,3003.0,0.75,0.75,0.75,0.75,57,False,75.5,Hot-Dry LDU Climate Station 2 (demo),730886,34.35,-111.79,34.17,-111.57
Hot-Dry & Mixed Dry,lower density urban,LDU,CBSA,10887,Hot-Dry & Mixed Dry LDU catchment 148 (demo),1844000,753800,7240.0,3040.8,0.76,0.76,0.76,0.76,50,False,87.0,Hot-Dry LDU Climate Station 3 (demo),730887,34.38,-111.82,34.2,-111.6
Hot-Dry & Mixed Dry,suburban/small town,Suburban,CBSA,10888,Hot-Dry & Mixed Dry Suburban catchment 1 (demo),2180000,891000,8500.0,3570.0,0.9,0.9,0.9,0.9,1,True,98.5,Hot-Dry Suburban Climate Station 4 (demo),730888,33.31,-111.55,33.13,-111.33
Hot-Dry & Mixed Dry,suburban/small town,Suburban,CBSA,10889,Hot-Dry & Mixed Dry Suburban catchment 2 (demo),1508000,616600,5980.0,2511.6,0.62,0.62,0.62,0.62,142,False,110.0,Hot-Dry Suburban Climate Station 5 (demo),730889,33.34,-111.58,33.16,-111.36
Hot-Dry & Mixed Dry,suburban/small town,Suburban,CBSA,10890,Hot-Dry & Mixed Dry Suburban catchment 3 (demo),1532000,626400,6070.0,2549.4,0.63,0.63,0.63,0.63,135,False,18.0,Hot-Dry Suburban Climate Station 6 (demo),730890,33.37,-111.61,33.19,-111.39
Hot-Dry & Mixed Dry,suburban/small town,Suburban,CBSA,10891,Hot-Dry & Mixed Dry Suburban catchment 4 (demo),1556000,636200,6160.0,2587.2,0.64,0.64,0.64,0.64,128,False,29.5,Hot-Dry Suburban Climate Station 7 (demo),730891,33.4,-111.64,33.22,-111.42
