station_number,station_name,year,expected_hours,present_hours,coverage_fraction,hourly_weather_qc_status,source
730835,Hot-Dry LDU Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730836,Hot-Dry LDU Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730837,Hot-Dry LDU Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730838,Hot-Dry LDU Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730839,Hot-Dry LDU Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730840,Hot-Dry LDU Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730841,Hot-Dry LDU Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730842,Hot-Dry LDU Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730843,Hot-Dry LDU Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730844,Hot-Dry LDU Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730845,Hot-Dry LDU Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730846,Hot-Dry LDU Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730847,Hot-Dry LDU Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730848,Hot-Dry LDU Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730849,Hot-Dry LDU Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730850,Hot-Dry LDU Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730851,Hot-Dry LDU Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730852,Hot-Dry LDU Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730853,Hot-Dry LDU Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730854,Hot-Dry LDU Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730855,Hot-Dry LDU Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730856,Hot-Dry LDU Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730857,Hot-Dry LDU Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730858,Hot-Dry LDU Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730859,Hot-Dry LDU Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730860,Hot-Dry LDU Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730861,Hot-Dry LDU Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730862,Hot-Dry LDU Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730863,Hot-Dry LDU Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730864,Hot-Dry LDU Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730865,Hot-Dry LDU Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730866,Hot-Dry LDU Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730867,Hot-Dry LDU Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730868,Hot-Dry LDU Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730869,Hot-Dry LDU Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730870,Hot-Dry LDU Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730871,Hot-Dry LDU Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730872,Hot-Dry LDU Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730873,Hot-Dry LDU Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730874,Hot-Dry LDU Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730875,Hot-Dry LDU Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730876,Hot-Dry LDU Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730877,Hot-Dry LDU Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730878,Hot-Dry LDU Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730879,Hot-Dry LDU Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730880,Hot-Dry LDU Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730881,Hot-Dry LDU Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730882,Hot-Dry LDU Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730883,Hot-Dry LDU Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730884,Hot-Dry LDU Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730885,Hot-Dry LDU Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730886,Hot-Dry LDU Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730887,Hot-Dry LDU Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730888,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730889,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730890,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730891,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730892,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730893,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730894,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730895,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730896,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730897,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730898,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730899,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730900,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730901,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730902,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730903,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730904,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730905,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730906,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730907,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730908,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730909,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730910,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730911,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730912,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730913,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730914,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730915,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730916,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730917,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730918,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730919,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730920,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730921,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730922,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730923,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730924,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730925,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730926,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730927,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730928,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730929,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730930,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730931,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730932,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730933,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730934,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730935,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730936,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730937,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730938,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730939,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730940,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730941,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730942,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730943,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730944,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730945,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730946,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730947,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730948,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730949,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730950,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730951,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730952,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730953,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730954,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730955,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730956,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730957,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730958,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730959,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
730960,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730961,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
730962,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730963,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
730964,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730965,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
730966,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730967,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
730968,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730969,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
730970,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730971,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
730972,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730973,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
730974,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730975,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
730976,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
730977,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730978,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
730979,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730980,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
730981,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730982,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
730983,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730984,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
730985,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730986,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
730987,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730988,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
730989,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730990,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
730991,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730992,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
730993,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730994,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
730995,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730996,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
730997,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730998,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
730999,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731000,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731001,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731002,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731003,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731004,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731005,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731006,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731007,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731008,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731009,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731010,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731011,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731012,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731013,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731014,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731015,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731016,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731017,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731018,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731019,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731020,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731021,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731022,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731023,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731024,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731025,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731026,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731027,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731028,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731029,Hot-Dry Suburban Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731030,Hot-Dry Suburban Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731031,Hot-Dry Suburban Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731032,Hot-Dry Suburban Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731033,Hot-Dry Suburban Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731034,Hot-Dry Suburban Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731035,Hot-Dry Suburban Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731036,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731037,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731038,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731039,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731040,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731041,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731042,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731043,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731044,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731045,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731046,Hot-Dry Rural Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731047,Hot-Dry Rural Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731048,Hot-Dry Rural Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731049,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731050,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731051,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731052,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731053,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731054,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731055,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731056,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731057,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731058,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731059,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731060,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731061,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731062,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731063,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731064,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731065,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731066,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731067,Hot-Dry Rural Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731068,Hot-Dry Rural Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731069,Hot-Dry Rural Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731070,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731071,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731072,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731073,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731074,Hot-Dry Rural Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731075,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731076,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731077,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731078,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731079,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731080,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731081,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731082,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731083,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731084,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731085,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731086,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731087,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731088,Hot-Dry Rural Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731089,Hot-Dry Rural Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731090,Hot-Dry Rural Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731091,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731092,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731093,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731094,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731095,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731096,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731097,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731098,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731099,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731100,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731101,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731102,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731103,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731104,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731105,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731106,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731107,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731108,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731109,Hot-Dry Rural Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731110,Hot-Dry Rural Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
