zip_code,zcta,county_geoid,county_label,cbsa_code,cbsa_label,state,climate_region,urbanicity,urbanicity_short,allocation_ratio,match_type,uncertainty_note,source_version,latitude,longitude
12588,12566,36111,,28740,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81128,81128,08007,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23250,23250,51087,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81129,81129,08021,,10480,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12722,12722,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81131,81131,08109,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23255,23229,51087,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81133,81133,08023,,10480,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12723,12723,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81135,81144,08105,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23260,23220,51760,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81138,81138,08023,,10480,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12724,12724,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81141,81141,08021,,10480,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23261,23220,51760,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81143,81143,08109,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12732,12732,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81146,81146,08003,,10480,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23269,23220,51760,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81148,81148,08021,,10480,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12733,12733,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81149,81149,08109,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23273,23228,51087,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81152,81152,08023,,10480,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12734,12734,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81155,81155,08109,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23284,23284,51760,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81157,81147,08007,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12736,12736,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81210,81210,08051,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23286,23220,51760,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81211,81211,08015,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12737,12737,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81215,81212,08043,,15860,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23293,23219,51760,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81224,81224,08051,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12738,12738,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81225,81225,08051,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23294,23294,51087,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81221,81221,08043,,15860,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12726,12726,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81222,81222,08043,,15860,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23297,23237,51041,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81227,81227,08015,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12741,12741,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81231,81230,08051,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23298,23298,51760,,40060,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81232,81232,08043,,15860,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12742,12742,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81233,81233,08043,,15860,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23301,23301,51001,,,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81235,81235,08053,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12743,12743,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81236,81236,08015,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23302,23302,51001,,,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81237,81237,08051,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12745,12745,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81239,81239,08051,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23303,23303,51001,,,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81240,81240,08043,,15860,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12746,12746,36071,,28880,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81241,81241,08051,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23304,23304,51093,,47260,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81242,81242,08015,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12747,12747,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81243,81243,08051,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23306,23306,51001,,,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81244,81244,08043,,15860,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12748,12748,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81248,81248,08109,,,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23307,23307,51131,,,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81251,81251,08065,,14720,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
12749,12749,36105,,33910,,NY,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
81290,81226,08043,,15860,,CO,Cold & Very Cold,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
23308,23308,51001,,,,VA,Mixed-Humid,,,1.0,HUD-USPS ZIP-COUNTY (residential ratio); one row per ZIP×county retained,ZCTA from the supplied ZIP→ZCTA relationship file (ZIP and ZCTA remain distinct geographies). CBSA is the ZIP's primary HUD ZIP-CBSA match; confirm county→CBSA membership against the OMB delineation.,HUD-USPS ZIP crosswalk Q1 2025,,
