climate_region,urbanicity,urbanicity_short,catchment_type,catchment_code,catchment_label,population_2010,housing_units_2010,population_density_sqmi,housing_unit_density_sqmi,housing_unit_coverage_percentile,population_density_percentile,population_coverage_percentile,location_score,selection_rank,selected,station_distance_miles,selected_station_name,selected_station_number,selected_station_lat,selected_station_lon,centroid_lat,centroid_lon
Cold & Very Cold,rural,Rural,County,17175,Census Tract 9514; Stark County; Illinois,5324,2584,18.5,9.0,0.206811,0.482558,0.222591,0.306478,864,False,31.2,IL_GREATER-PEORIA-AP,725320,40.667,-89.684,41.10997,-89.79604
Cold & Very Cold,rural,Rural,County,38053,Census Tract 9401; McKenzie County; North Dakota,9107,4509,3.3,1.6,0.381229,0.168605,0.373754,0.305316,865,False,0.7,ND_WATFORD-CITY-MUNI-AP,720868,47.796,-103.254,47.79042,-103.24216
Cold & Very Cold,rural,Rural,County,30021,Census Tract 1; Dawson County; Montana,8874,4377,3.7,1.8,0.371262,0.186047,0.365449,0.305274,866,False,2.9,MT_GLENDIVE(AWOS),726676,47.133,-104.8,47.10697,-104.75042
Cold & Very Cold,rural,Rural,County,08021,Census Tract 9748; Conejos County; Colorado,7536,4058,5.9,3.2,0.343854,0.25,0.313953,0.305025,867,False,22.7,CO_ALAMOSA-SAN-LUIS-VAL-RGNL-,724620,37.439,-105.862,37.16719,-106.09273
Cold & Very Cold,rural,Rural,County,31099,Census Tract 9666; Kearney County; Nebraska,6697,2985,13.0,5.8,0.248339,0.388704,0.282392,0.304277,868,False,19.5,NE_KEARNEY-MUNI,725526,40.733,-99.0,40.46386,-98.88847
Cold & Very Cold,rural,Rural,County,26095,Census Tract 9601; Luce County; Michigan,6325,4081,7.0,4.5,0.344684,0.269103,0.267442,0.302782,869,False,8.6,MI_NEWBERRY-LUCE-CO,726394,46.311,-85.457,46.43479,-85.46825
Cold & Very Cold,rural,Rural,County,19007,Census Tract 9501; Appanoose County; Iowa,6074,3079,12.6,6.4,0.259967,0.380399,0.255814,0.301288,870,False,5.1,IA_CENTERVILLE-MUNI-AP,722274,40.684,-92.901,40.75001,-92.85912
Cold & Very Cold,rural,Rural,County,19185,Census Tract 701; Wayne County; Iowa,6518,3021,12.4,5.7,0.253322,0.376246,0.275748,0.300831,871,False,19.6,IA_CHARITON,725469,41.019,-93.359,40.74002,-93.28794
Cold & Very Cold,rural,Rural,County,27165,Census Tract 9501; Watonwan County; Minnesota,6341,2786,14.8,6.5,0.222591,0.419435,0.269103,0.300789,872,False,2.9,MN_ST-JAMES-MUNI,726554,43.986,-94.558,43.99849,-94.61355
Cold & Very Cold,rural,Rural,County,31001,Census Tract 9654; Adams County; Nebraska,6991,2864,13.4,5.5,0.230897,0.394518,0.29402,0.300789,873,False,5.2,NE_HASTINGS-MUNI-AP,725525,40.6,-98.426,40.57339,-98.51906
Cold & Very Cold,rural,Rural,County,08027,Census Tract 9701.01; Custer County; Colorado,5073,4349,6.9,5.9,0.368771,0.265781,0.20515,0.3,874,False,40.5,CO_SPANISH-PEAKS,720844,37.697,-104.785,38.07227,-105.35475
Cold & Very Cold,rural,Rural,County,16007,Census Tract 9501; Bear Lake County; Idaho,6552,3943,6.7,4.0,0.337209,0.263289,0.276578,0.299211,875,False,35.7,WY_AFTON-MUNI,720516,42.711,-110.942,42.28016,-111.32907
Cold & Very Cold,rural,Rural,County,27073,Census Tract 1801; Lac qui Parle County; Minnesota,6694,3474,8.8,4.5,0.29402,0.307309,0.281561,0.296179,876,False,2.3,MN_LAC-QUI-PARLE-CO,727466,44.986,-96.043,44.98843,-96.089
Cold & Very Cold,rural,Rural,County,17171,Census Tract 9706; Scott County; Illinois,4847,2393,19.3,9.5,0.187708,0.492525,0.194352,0.295723,877,False,16.1,IL_JACKSONVILLE,744666,39.78,-90.238,39.62829,-90.46672
Cold & Very Cold,rural,Rural,County,31173,Census Tract 9401; Thurston County; Nebraska,6666,2290,16.9,5.8,0.179402,0.453488,0.280731,0.295598,878,False,18.8,IA_SIOUX-CITY-SIOUX-GATEWAY-A,725570,42.392,-96.379,42.14973,-96.54625
Cold & Very Cold,rural,Rural,County,17079,Census Tract 9773; Jasper County; Illinois,6488,2846,13.2,5.8,0.230066,0.392027,0.272425,0.295224,879,False,20.2,IL_OLNEY-NOBLE,744659,38.722,-88.176,39.01362,-88.15713
Cold & Very Cold,rural,Rural,County,27051,Census Tract 701; Grant County; Minnesota,6108,3146,11.2,5.7,0.26412,0.354651,0.258306,0.294643,880,False,23.7,MN_FERGUS-FALLS-MUNI-AP,726572,46.283,-96.15,45.95839,-95.99298
Cold & Very Cold,rural,Rural,County,46067,Census Tract 9686; Hutchinson County; South Dakota,7393,3227,9.1,4.0,0.269103,0.315615,0.310631,0.293688,881,False,31.5,SD_MITCHELL-MUNI,726545,43.774,-98.038,43.36617,-97.75675
Cold & Very Cold,rural,Rural,County,46009,Census Tract 9676; Bon Homme County; South Dakota,7024,2823,12.5,5.0,0.225083,0.377907,0.297342,0.293023,882,False,27.8,SD_CHAN-GURNEY-MUNI,726525,42.879,-97.364,42.98687,-97.89437
Cold & Very Cold,rural,Rural,County,27063,Census Tract 4801; Jackson County; Minnesota,6577,3268,9.5,4.7,0.273256,0.326412,0.278239,0.292857,883,False,9.7,MN_JACKSON-MUNI,726593,43.65,-94.986,43.65844,-95.17871
Cold & Very Cold,rural,Rural,County,30023,Census Tract 3; Deer Lodge County; Montana,6002,3616,8.3,5.0,0.305648,0.29402,0.254153,0.291279,884,False,26.1,MT_BERT-MOONEY-AP,727740,45.964,-112.501,46.08433,-113.01674
Cold & Very Cold,rural,Rural,County,31137,Census Tract 9671; Phelps County; Nebraska,6334,2885,12.0,5.4,0.23588,0.371262,0.268272,0.289742,885,False,4.4,NE_BREWSTER-FLD-AP,725628,40.45,-99.339,40.48741,-99.40745
Cold & Very Cold,rural,Rural,County,46047,Census Tract 9641; Fall River County; South Dakota,7179,4101,4.1,2.4,0.349668,0.202658,0.303987,0.289078,886,False,26.7,SD_CUSTER(RAMOS),726514,43.733,-103.615,43.35888,-103.47799
Cold & Very Cold,rural,Rural,County,19035,Census Tract 802; Cherokee County; Iowa,6083,3061,10.9,5.5,0.257475,0.347176,0.256645,0.288704,887,False,2.8,IA_CHEROKEE-MUNI-AP,720344,42.732,-95.556,42.74377,-95.6086
Cold & Very Cold,rural,Rural,County,31093,Census Tract 9705; Howard County; Nebraska,6492,2893,11.4,5.1,0.238372,0.358804,0.273256,0.2875,888,False,22.1,NE_GRAND-IS-CENTRAL-NE-RGNL-A,725520,40.961,-98.313,41.21686,-98.56883
Cold & Very Cold,rural,Rural,County,08075,Census Tract 9659; Logan County; Colorado,9234,3409,5.1,1.9,0.285714,0.23588,0.381229,0.287375,889,False,7.4,CO_STERLING-MUNI-AP,720544,40.617,-103.267,40.67177,-103.14536
Cold & Very Cold,rural,Rural,County,46057,Census Tract 9551; Hamlin County; South Dakota,6288,2831,12.4,5.6,0.226744,0.376246,0.26412,0.286545,890,False,16.4,SD_WATERTOWN-MUNI-AP,726546,44.905,-97.15,44.66857,-97.1728
Cold & Very Cold,rural,Rural,County,38089,Census Tract 9633; Stark County; North Dakota,7634,3594,5.8,2.7,0.302326,0.246678,0.320598,0.286504,891,False,2.7,ND_DICKINSON-T-ROOSEVELT,727630,46.8,-102.797,46.80768,-102.74117
Cold & Very Cold,rural,Rural,County,19101,Census Tract 901; Jefferson County; Iowa,5683,2737,13.6,6.5,0.217608,0.397841,0.238372,0.284842,892,False,1.9,IA_FAIRFIELD-MUNI-AP,726498,41.053,-91.979,41.02957,-91.9615
Cold & Very Cold,rural,Rural,County,08091,Census Tract 9676.01; Ouray County; Colorado,5024,3466,9.3,6.4,0.293189,0.321429,0.200997,0.284635,893,False,16.6,CO_TELLURIDE-RGNL-AP,724627,37.95,-107.9,38.16059,-107.75253
Cold & Very Cold,rural,Rural,County,49051,Census Tract 9405.01; Wasatch County; Utah,5228,4289,4.6,3.8,0.362957,0.223422,0.215116,0.284552,894,False,18.1,UT_HEBER-CITY-MUNI-RUSS,720565,40.482,-111.429,40.32649,-111.15207
Cold & Very Cold,rural,Rural,County,46101,Census Tract 9596; Moody County; South Dakota,6371,2752,12.3,5.3,0.219269,0.374585,0.270764,0.283929,895,False,19.9,SD_BROOKINGS(AWOS),726515,44.3,-96.8,44.03529,-96.64156
Cold & Very Cold,rural,Rural,County,49015,Census Tract 9762; Emery County; Utah,9968,4099,2.2,0.9,0.348837,0.128738,0.409468,0.283929,896,False,28.8,UT_PRICE-CARBON-CO,724700,39.609,-110.755,39.20037,-110.86586
Cold & Very Cold,rural,Rural,County,17069,Census Tract 9709; Hardin County; Illinois,3623,2285,20.4,12.9,0.178571,0.500831,0.139535,0.283555,897,False,18.5,KY_STURGIS-AAF-KY,749077,37.541,-87.952,37.51364,-88.28807
Cold & Very Cold,rural,Rural,County,27081,Census Tract 2010.01; Lincoln County; Minnesota,5594,3061,10.4,5.7,0.257475,0.339701,0.234219,0.281603,898,False,22.9,MN_SW-MINNESOTA-RGNL-AP,726559,44.45,-95.817,44.38156,-96.27165
Cold & Very Cold,rural,Rural,County,19009,Census Tract 701; Audubon County; Iowa,5622,2786,12.7,6.3,0.222591,0.381229,0.236711,0.280938,899,False,1.8,IA_AUDUBON-CO-AP,725498,41.7,-94.917,41.6765,-94.90392
Cold & Very Cold,rural,Rural,County,16059,Census Tract 9701; Lemhi County; Idaho,8166,4636,1.8,1.0,0.396179,0.099668,0.33804,0.280772,900,False,17.0,ID_SALMON-LEMHI(AWOS),726865,45.117,-113.883,44.8874,-114.00684
Cold & Very Cold,rural,Rural,County,38067,Census Tract 9501; Pembina County; North Dakota,6787,3517,6.1,3.1,0.299003,0.252492,0.288206,0.280565,901,False,2.1,ND_CAVALIER-MUNI-AP,720855,48.784,-97.632,48.76836,-97.59201
Cold & Very Cold,rural,Rural,County,17013,Census Tract 9512; Calhoun County; Illinois,4406,2298,17.4,9.1,0.181063,0.465947,0.174419,0.279444,902,False,20.3,MO_ST-CHARLES-CO-AP,724347,38.93,-90.433,39.15978,-90.6675
Cold & Very Cold,rural,Rural,County,19173,Census Tract 1801; Taylor County; Iowa,5901,2890,11.1,5.4,0.236711,0.350498,0.248339,0.278862,903,False,20.1,IA_CLARINDA,725479,40.722,-95.026,40.74852,-94.64325
Cold & Very Cold,rural,Rural,County,31095,Census Tract 9636; Jefferson County; Nebraska,5956,2907,10.5,5.1,0.239203,0.342193,0.251661,0.277741,904,False,22.6,NE_BEATRICE-MUNI-AP,725515,40.301,-96.754,40.16818,-97.14456
Cold & Very Cold,rural,Rural,County,26153,Census Tract 1; Schoolcraft County; Michigan,5045,4185,4.3,3.6,0.358804,0.214286,0.203488,0.27716,905,False,11.1,MI_MANISTIQUE,725408,45.983,-86.183,46.14152,-86.22517
Cold & Very Cold,rural,Rural,County,17059,Census Tract 9727; Gallatin County; Illinois,4857,2506,15.0,7.8,0.198505,0.422757,0.196013,0.276495,906,False,17.7,IL_HARRISBURG,744652,37.811,-88.549,37.76326,-88.23113
Cold & Very Cold,rural,Rural,County,31167,Census Tract 9621; Stanton County; Nebraska,5835,2475,13.6,5.8,0.195183,0.397841,0.243355,0.275748,907,False,10.5,NE_NORFOLK-KARL-STEFAN-MEM-AP,725560,41.98,-97.434,41.98781,-97.23016
Cold & Very Cold,rural,Rural,County,46121,Census Tract 9401; Todd County; South Dakota,9293,2885,6.7,2.1,0.23588,0.263289,0.385382,0.275374,908,False,26.1,NE_VALENTINE-MILLER-FIELD,725670,42.859,-100.551,43.19612,-100.78512
Cold & Very Cold,rural,Rural,County,31035,Census Tract 9621; Clay County; Nebraska,6084,2816,10.6,4.9,0.224252,0.345515,0.257475,0.273339,909,False,20.4,NE_HASTINGS-MUNI-AP,725525,40.6,-98.426,40.54363,-98.04368
Cold & Very Cold,rural,Rural,County,27107,Census Tract 9601; Norman County; Minnesota,6411,3228,7.3,3.7,0.269934,0.275748,0.271595,0.272301,910,False,30.8,ND_FARGO-HECTOR-IAP,727530,46.924,-96.812,47.30106,-96.46112
Cold & Very Cold,rural,Rural,County,27151,Census Tract 9601; Swift County; Minnesota,6229,3038,8.5,4.1,0.255814,0.297342,0.261628,0.271512,911,False,3.9,MN_BENSON-MUNI,727507,45.332,-95.651,45.27588,-95.66595
Cold & Very Cold,rural,Rural,County,27011,Census Tract 9501; Big Stone County; Minnesota,5152,2984,10.3,6.0,0.247508,0.33887,0.207641,0.271511,912,False,5.5,MN_ORTONVILLE,727515,45.306,-96.424,45.38413,-96.44084
Cold & Very Cold,rural,Rural,County,31145,Census Tract 9631; Red Willow County; Nebraska,6117,3012,8.6,4.3,0.250831,0.302326,0.259967,0.270681,913,False,3.4,NE_MCCOOK-RGNL-AP,725625,40.204,-100.59,40.19972,-100.52531
Cold & Very Cold,rural,Rural,County,17047,Census Tract 9569; Edwards County; Illinois,3948,2055,18.3,9.5,0.157807,0.476744,0.157807,0.269435,914,False,19.4,IL_FAIRFIELD,744656,38.379,-88.413,38.41316,-88.05672
Cold & Very Cold,rural,Rural,County,16031,Census Tract 9501; Cassia County; Idaho,9320,3376,3.7,1.3,0.281561,0.186047,0.386213,0.269061,915,False,13.5,ID_BURLEY-MUNI-AP,725867,42.545,-113.769,42.36588,-113.66395
Cold & Very Cold,rural,Rural,County,31003,Census Tract 9796; Antelope County; Nebraska,6302,3144,7.4,3.7,0.263289,0.277409,0.265781,0.268729,916,False,28.5,NE_ALBION-AP,723441,41.73,-98.054,42.1423,-98.05712
Cold & Very Cold,rural,Rural,County,31051,Census Tract 9776; Dixon County; Nebraska,5561,2528,11.7,5.3,0.202658,0.366279,0.233389,0.266072,917,False,16.4,NE_WAYNE-MUNI-AP,722241,42.242,-96.983,42.46305,-96.86863
Cold & Very Cold,rural,Rural,County,19133,Census Tract 9601; Monona County; Iowa,5757,3021,8.4,4.4,0.253322,0.29485,0.242525,0.265697,918,False,24.0,NE_TEKAMAH(ASOS),725527,41.763,-96.18,42.06554,-95.9516
Cold & Very Cold,rural,Rural,County,19089,Census Tract 9602; Howard County; Iowa,5482,2480,11.8,5.3,0.196844,0.36794,0.230066,0.263372,919,False,23.2,MN_FILLMORE-CO,720283,43.677,-92.18,43.3568,-92.31847
Cold & Very Cold,rural,Rural,County,31143,Census Tract 9600; Polk County; Nebraska,5209,2524,11.9,5.8,0.201827,0.369601,0.213455,0.262873,920,False,19.4,NE_YORK-MUNI,725512,40.894,-97.626,41.17121,-97.56876
Cold & Very Cold,rural,Rural,County,16077,Census Tract 9601; Power County; Idaho,8018,2960,5.7,2.1,0.244186,0.245847,0.331395,0.262209,921,False,21.9,ID_POCATELLO-RGNL-AP,725780,42.92,-112.572,42.7957,-112.96929
Cold & Very Cold,rural,Rural,County,27133,Census Tract 5701; Rock County; Minnesota,5531,2476,11.6,5.2,0.196013,0.362957,0.230897,0.26142,922,False,1.4,MN_LUVERNE-QUENTIN-AANE,722006,43.621,-96.216,43.63287,-96.2394
Cold & Very Cold,rural,Rural,County,25025,Census Tract 612.02; Suffolk County; Massachusetts,461,108,47.1,11.0,0.011628,0.72093,0.013289,0.260216,923,False,3.2,MA_BOSTON-LOGAN-IAP,725090,42.361,-71.01,42.31918,-71.03625
Cold & Very Cold,rural,Rural,County,46037,Census Tract 9527; Day County; South Dakota,5460,3434,5.3,3.3,0.289037,0.240864,0.228405,0.26005,924,False,33.0,SD_BRITTON-MUNI,720511,45.815,-97.743,45.35849,-97.54564
Cold & Very Cold,rural,Rural,County,55051,Census Tract 1802; Iron County; Wisconsin,3526,4000,4.7,5.4,0.340532,0.225914,0.136213,0.259552,925,False,17.4,WI_MANITOWISH-WATERS,720887,46.117,-89.883,46.23244,-90.20608
Cold & Very Cold,rural,Rural,County,31059,Census Tract 916; Fillmore County; Nebraska,5551,2733,9.6,4.7,0.216777,0.328904,0.231728,0.259012,926,False,25.7,NE_YORK-MUNI,725512,40.894,-97.626,40.52165,-97.61601
Cold & Very Cold,rural,Rural,County,31097,Census Tract 9675; Johnson County; Nebraska,5263,2090,14.0,5.6,0.162791,0.404485,0.217608,0.258347,927,False,24.7,NE_NEBRASKA-CITY,725541,40.606,-95.864,40.36664,-96.21212
Cold & Very Cold,rural,Rural,County,38099,Census Tract 9578; Walsh County; North Dakota,6367,3251,5.0,2.6,0.272425,0.233389,0.269934,0.258264,928,False,13.5,ND_HUTSON-FIELD-AP,720865,48.405,-97.371,48.37431,-97.66235
Cold & Very Cold,rural,Rural,County,17053,Census Tract 9616; Ford County; Illinois,5374,2474,11.4,5.2,0.193522,0.358804,0.227575,0.258181,929,False,21.4,IL_RANTOUL-FRANK-ELL,722194,40.293,-88.142,40.59872,-88.20953
Cold & Very Cold,rural,Rural,County,30093,Census Tract 8; Silver Bow County; Montana,6121,2677,8.7,3.8,0.213455,0.304817,0.260797,0.2549,930,False,9.0,MT_BERT-MOONEY-AP,727740,45.964,-112.501,45.89623,-112.66007
Cold & Very Cold,rural,Rural,County,56011,Census Tract 9502; Crook County; Wyoming,7339,3673,2.6,1.3,0.315615,0.146179,0.307309,0.254651,931,False,38.9,SD_SPEARFISH-CLYDE-ICE,726605,44.483,-103.783,44.58258,-104.55944
Cold & Very Cold,rural,Rural,County,46019,Census Tract 9676; Butte County; South Dakota,7856,3357,3.5,1.5,0.27907,0.17608,0.328073,0.252824,932,False,17.7,SD_SPEARFISH-CLYDE-ICE,726605,44.483,-103.783,44.73959,-103.78319
Cold & Very Cold,rural,Rural,County,27087,Census Tract 9401; Mahnomen County; Minnesota,5371,2552,9.6,4.6,0.20515,0.328904,0.226744,0.252783,933,False,17.7,MN_FOSSTON(AWOS),727505,47.593,-95.775,47.34123,-95.84256
Cold & Very Cold,rural,Rural,County,46087,Census Tract 9646; McCook County; South Dakota,5732,2467,10.0,4.3,0.192691,0.334718,0.240864,0.252035,934,False,27.2,SD_MADISON-MUNI-AP,720624,44.016,-97.086,43.67979,-97.37059
Cold & Very Cold,rural,Rural,County,30035,Census Tract 9404; Glacier County; Montana,8098,3496,2.7,1.2,0.296512,0.14701,0.335548,0.251993,935,False,13.5,MT_CUT-BANK-MUNI-AP,727690,48.604,-112.377,48.73067,-112.60259
Cold & Very Cold,rural,Rural,County,46129,Census Tract 9651; Walworth County; South Dakota,5298,2941,7.5,4.2,0.242525,0.280731,0.22093,0.251578,936,False,7.4,SD_MOBRIDGE-MUNI,726685,45.55,-100.409,45.50426,-100.27096
Cold & Very Cold,rural,Rural,County,56009,Census Tract 9564; Converse County; Wyoming,7600,3975,1.8,0.9,0.339701,0.099668,0.317276,0.251204,937,False,5.1,WY_CONVERSE-CO,725686,42.796,-105.38,42.87005,-105.38752
Cold & Very Cold,rural,Rural,County,17185,Census Tract 9572; Wabash County; Illinois,3684,1627,18.3,8.1,0.121262,0.476744,0.144518,0.250332,938,False,12.7,IL_MOUNT-CARMEL,720330,38.607,-87.727,38.44582,-87.83917
Cold & Very Cold,rural,Rural,County,08105,Census Tract 9770.01; Rio Grande County; Colorado,4751,3392,5.3,3.8,0.284053,0.240864,0.187708,0.249668,939,False,24.4,CO_ALAMOSA-SAN-LUIS-VAL-RGNL-,724620,37.439,-105.862,37.55768,-106.28088
Cold & Very Cold,rural,Rural,County,46079,Census Tract 9601; Lake County; South Dakota,4809,2835,8.8,5.2,0.228405,0.307309,0.192691,0.248879,940,False,0.4,SD_MADISON-MUNI-AP,720624,44.016,-97.086,44.02187,-97.08328
Cold & Very Cold,rural,Rural,County,17065,Census Tract 9732; Hamilton County; Illinois,4923,2319,11.6,5.5,0.182724,0.362957,0.197674,0.248796,941,False,19.3,IL_HARRISBURG,744652,37.811,-88.549,38.0894,-88.53428
Cold & Very Cold,rural,Rural,County,27117,Census Tract 4601; Pipestone County; Minnesota,5159,2304,11.3,5.0,0.181894,0.356312,0.208472,0.248256,942,False,22.4,MN_SLAYTON-MUNI-AP,720368,43.987,-95.783,43.97988,-96.23273
Cold & Very Cold,rural,Rural,County,16029,Census Tract 9601; Caribou County; Idaho,7118,3137,4.0,1.8,0.262458,0.196844,0.302326,0.247467,943,False,37.3,WY_AFTON-MUNI,720516,42.711,-110.942,42.73621,-111.67535
Cold & Very Cold,rural,Rural,County,02180,Census Tract 1; Nome Census Area; Alaska,9925,4109,0.4,0.2,0.351329,0.019934,0.406146,0.246304,944,False,1873.7,WA_QUILLAYUTE-STATE-AP,727970,47.937,-124.558,64.71419,-164.68904
Cold & Very Cold,rural,Rural,County,08063,Census Tract 9621; Kit Carson County; Colorado,7015,3426,3.2,1.6,0.287375,0.165282,0.295681,0.246304,945,False,8.8,CO_BURLINGTON,724689,39.241,-102.282,39.3075,-102.42132
Cold & Very Cold,rural,Rural,County,31185,Census Tract 9696; York County; Nebraska,5320,2438,9.9,4.5,0.19103,0.331395,0.221761,0.246304,946,False,3.4,NE_YORK-MUNI,725512,40.894,-97.626,40.85105,-97.5962
Cold & Very Cold,rural,Rural,County,19147,Census Tract 9601; Palo Alto County; Iowa,5039,2622,9.2,4.8,0.209302,0.318106,0.201827,0.245888,947,False,21.8,IA_ALGONA,725457,43.078,-94.272,43.07937,-94.70436
Cold & Very Cold,rural,Rural,County,30087,Census Tract 1; Rosebud County; Montana,8236,3785,1.6,0.8,0.325581,0.08887,0.33887,0.24539,948,False,50.9,MT_MILES-CITY-MUNI-AP,742300,46.426,-105.883,45.91725,-106.65109
Cold & Very Cold,rural,Rural,County,08109,Census Tract 9776; Saguache County; Colorado,6511,3838,2.1,1.2,0.328904,0.119601,0.274086,0.244684,949,False,10.8,CO_SAGUACHE-MUNCICIPAL,722333,38.097,-106.169,38.00242,-106.32609
Cold & Very Cold,rural,Rural,County,56045,Census Tract 9511; Weston County; Wyoming,6835,3417,2.9,1.4,0.286545,0.155316,0.289037,0.241113,950,False,40.2,SD_CUSTER(RAMOS),726514,43.733,-103.615,43.85311,-104.40296
Cold & Very Cold,rural,Rural,County,55078,Census Tract 9401.01; Menominee County; Wisconsin,4256,2148,11.9,6.0,0.169435,0.369601,0.171096,0.239825,951,False,10.5,WI_SHAWANO-MUNI-AP,720589,44.783,-88.55,44.92191,-88.63523
Cold & Very Cold,rural,Rural,County,19159,Census Tract 9501; Ringgold County; Iowa,4664,2676,8.7,5.0,0.212625,0.304817,0.185216,0.23941,952,False,18.1,IA_LAMONI-MUNI-AP,725499,40.631,-93.9,40.7043,-94.2321
Cold & Very Cold,rural,Rural,County,19137,Census Tract 9601; Montgomery County; Iowa,4643,2244,11.2,5.4,0.174419,0.354651,0.182724,0.239161,953,False,5.4,IA_RED-OAK,725494,41.01,-95.26,40.99842,-95.15728
Cold & Very Cold,rural,Rural,County,46115,Census Tract 1; Spink County; South Dakota,6283,2989,4.2,2.0,0.249169,0.210963,0.262458,0.238455,954,False,36.9,SD_ABERDEEN-RGNL-AP,726590,45.444,-98.414,44.91043,-98.42652
Cold & Very Cold,rural,Rural,County,31011,Census Tract 9601; Boone County; Nebraska,5366,2545,7.8,3.7,0.204319,0.284053,0.225914,0.236545,955,False,2.7,NE_ALBION-AP,723441,41.73,-98.054,41.69106,-98.05327
Cold & Very Cold,rural,Rural,County,31041,Census Tract 9717; Custer County; Nebraska,6709,3398,2.6,1.3,0.284884,0.146179,0.284053,0.236171,956,False,3.6,NE_BROKEN-BOW-MUNI,725555,41.437,-99.639,41.3942,-99.67974
Cold & Very Cold,rural,Rural,County,31169,Census Tract 9631; Thayer County; Nebraska,4938,2518,8.6,4.4,0.200166,0.302326,0.198505,0.23559,957,False,3.1,NE_HEBRON-MUNI-AP,722124,40.149,-97.587,40.18843,-97.61345
Cold & Very Cold,rural,Rural,County,56007,Census Tract 9676; Carbon County; Wyoming,6770,4118,0.9,0.5,0.352159,0.049003,0.285714,0.232765,958,False,9.2,WY_SHIVELY-FLD,720521,41.444,-106.828,41.56371,-106.90549
Cold & Very Cold,rural,Rural,County,46077,Census Tract 9581; Kingsbury County; South Dakota,5210,2647,6.3,3.2,0.210963,0.254983,0.214286,0.227035,959,False,31.5,SD_MADISON-MUNI-AP,720624,44.016,-97.086,44.37588,-97.47612
Cold & Very Cold,rural,Rural,County,46005,Census Tract 9566; Beadle County; South Dakota,5915,2730,4.9,2.2,0.215947,0.228405,0.249169,0.226952,960,False,3.0,SD_HURON-RGNL-AP,726540,44.379,-98.223,44.41036,-98.26443
Cold & Very Cold,rural,Rural,County,17151,Census Tract 9712; Pope County; Illinois,3757,2273,10.2,6.2,0.175249,0.33804,0.148671,0.22691,961,False,17.9,IL_METROPOLIS-MUNI-AP,720170,37.186,-88.751,37.3884,-88.54899
Cold & Very Cold,rural,Rural,County,19145,Census Tract 4901; Page County; Iowa,4726,2176,9.3,4.3,0.170266,0.321429,0.186877,0.226495,962,False,6.8,IA_CLARINDA,725479,40.722,-95.026,40.74831,-95.1511
Cold & Very Cold,rural,Rural,County,30077,Census Tract 1; Powell County; Montana,7029,2969,3.0,1.3,0.246678,0.158638,0.299003,0.226329,963,False,39.2,MT_HELENA-RGNL-AP,727720,46.604,-111.989,46.50775,-112.80259
Cold & Very Cold,rural,Rural,County,49001,Census Tract 1001; Beaver County; Utah,7172,2928,2.8,1.1,0.240864,0.152824,0.303156,0.222508,964,False,7.8,UT_MILFORD-MUNI-AP,724750,38.423,-113.011,38.35091,-112.90087
Cold & Very Cold,rural,Rural,County,08103,Census Tract 9511; Rio Blanco County; Colorado,6518,3288,2.0,1.0,0.274086,0.113787,0.275748,0.218314,965,False,19.5,CO_MEEKER,724674,40.044,-107.888,39.95897,-108.24007
Cold & Very Cold,rural,Rural,County,31121,Census Tract 9666; Merrick County; Nebraska,4246,2139,8.9,4.5,0.167774,0.30814,0.170266,0.2174,966,False,17.6,NE_GRAND-IS-CENTRAL-NE-RGNL-A,725520,40.961,-98.313,41.14396,-98.07882
Cold & Very Cold,rural,Rural,County,46015,Census Tract 9731; Brule County; South Dakota,5261,2371,6.4,2.9,0.185216,0.258306,0.216777,0.21711,967,False,6.5,SD_CHAMBERLAIN(AMOS),726530,43.767,-99.318,43.75562,-99.18824
Cold & Very Cold,rural,Rural,County,31065,Census Tract 9639; Furnas County; Nebraska,4605,2514,6.4,3.5,0.199336,0.258306,0.181063,0.216321,968,False,23.7,KS_NORTON-MUNI,720433,39.85,-99.895,40.19225,-99.90864
Cold & Very Cold,rural,Rural,County,30099,Census Tract 1; Teton County; Montana,6291,2942,2.8,1.3,0.243355,0.152824,0.26495,0.215988,969,False,13.7,MT_FOX-AUGUSTA,720999,47.6,-112.317,47.78766,-112.21971
Cold & Very Cold,rural,Rural,County,27077,Census Tract 4603; Lake of the Woods County; Minnesota,3800,3457,2.9,2.7,0.291528,0.155316,0.151993,0.215947,970,False,9.9,MN_BAUDETTE-IAP,727476,48.726,-94.612,48.68473,-94.82063
Cold & Very Cold,rural,Rural,County,02063,Census Tract 2; Chugach Census Area; Alaska,6964,3745,0.7,0.4,0.32392,0.032392,0.293189,0.215739,971,False,1228.8,WA_QUILLAYUTE-STATE-AP,727970,47.937,-124.558,60.51457,-146.45454
Cold & Very Cold,rural,Rural,County,30073,Census Tract 9770; Pondera County; Montana,6012,2753,3.7,1.7,0.2201,0.186047,0.254983,0.215158,972,False,30.4,MT_CUT-BANK-MUNI-AP,727690,48.604,-112.377,48.20053,-112.11163
Cold & Very Cold,rural,Rural,County,38005,Census Tract 9401; Benson County; North Dakota,5861,2544,4.2,1.8,0.203488,0.210963,0.245017,0.21441,973,False,13.8,ND_DEVILS-LAKE-MUNI,727573,48.117,-98.9,47.99683,-99.13735
Cold & Very Cold,rural,Rural,County,19175,Census Tract 1901; Union County; Iowa,4226,1792,10.2,4.3,0.137874,0.33804,0.169435,0.214244,974,False,9.2,IA_CRESTON,725474,41.007,-94.363,41.05243,-94.19684
